geneID	symbol	P0205	P0322	P0407	P0508	P1116
163059	ZNF433	87	74	113	144	52
163071	ZNF114	6	7	9	2	2
163081	ZNF567	149	328	165	159	186
163087	ZNF383	86	334	211	138	188
163115	ZNF781	16	41	537	110	2
163126	EID2	478	804	424	750	261
163131	ZNF780B	259	683	840	348	384
163154	PRR22	112	17	29	36	251
163175	LGI4	149	50	96	132	54
163183	SYNE4	620	452	179	486	259
1632	ECI1	5357	2597	5761	5951	1944
163223	ZNF676	4	117	189	12	120
163227	ZNF100	103	434	230	119	271
163255	ZNF540	26	33	45	107	13
163259	DENND2C	1775	1913	1052	1067	663
1633	DCK	541	933	1008	581	316
163351	GBP6	56	18	2	7	34
1634	DCN	4955	6588	777	203	258
163404	PLPPR5	0	0	0	1	1
163479	FNDC7	0	6	0	2	5
163486	DENND1B	1176	879	801	269	1398
1635	DCTD	1884	3341	1521	815	844
163589	TDRD5	1	545	0	1	32
163590	TOR1AIP2	7877	4105	2650	3764	4578
1636	ACE	199	1031	342	596	168
163688	CALML6	18	1	88	15	2
163702	IFNLR1	1009	318	591	465	6
163720	CYP4Z2P	1	0	2	0	4
163732	CITED4	1750	3254	684	2065	1406
163742	SLC25A3P1	0	0	0	0	0
163747	LEXM	30	12	73	13	9
163778	SPRR4	0	0	0	0	0
163782	KANK4	5	9	6	0	14
163786	SASS6	159	421	273	219	585
1638	DCT	1	1	55	0	0
163859	SDE2	1770	1616	1501	862	809
163882	CNST	1734	1914	1674	1505	472
1639	DCTN1	3203	6625	4914	2559	1488
163933	FAM43B	23	42	5	0	0
164	AP1G1	2545	2847	3437	1937	963
164045	HFM1	3	73	2	0	1
164091	PAQR7	1892	474	751	496	1182
1641	DCX	20	97	28	14	25
164118	TTC24	5	24	2	1	8
164127	CCDC185	0	34	0	1	0
164153	UBL4B	2	1	1	0	3
1642	DDB1	10334	11057	7652	7274	3223
164237	WFDC13	0	1	0	0	3
164284	APCDD1L	0	928	3	2	5
1643	DDB2	445	869	302	6543	439
164312	LRRN4	3	14	5	6	20
164380	CST13P	0	0	0	2	0
164395	TTLL9	5	14	101	6	7
1644	DDC	1006	556	2254	1127	474
1645	AKR1C1	2981	7505	1908	12194	1587
164592	CCDC116	1	11	5	9	0
1646	AKR1C2	3153	4465	3368	7118	559
164633	CABP7	263	494	184	288	434
164656	TMPRSS6	17324	88	5459	6559	225
164668	APOBEC3H	13	35	8	9	36
164684	WBP2NL	53	37	50	50	40
1647	GADD45A	5618	2120	4382	7861	1394
164781	DAW1	0	1	0	0	3
164832	LONRF2	0	781	1	60	0
1649	DDIT3	674	790	288	962	1656
165	AEBP1	4103	10903	794	705	392
1650	DDOST	7523	11843	9800	7921	4011
165055	CCDC138	62	261	158	92	95
165082	ADGRF3	29	173	85	42	32
165100	TEX44	0	0	0	0	0
165140	OXER1	1546	227	1421	4485	2637
165186	TOGARAM2	14	32	17	6	54
1652	DDT	9944	2510	3328	11713	213
165215	FAM171B	14	282	41	14	18
165257	C1QL2	0	0	4	22	0
1653	DDX1	2971	4301	1880	4310	1059
165324	UBXN2A	527	1218	616	400	265
1654	DDX3X	4509	18240	5807	5823	3483
1655	DDX5	11180	25440	7281	18077	5939
165530	CLEC4F	9	5	0	0	5
165545	DQX1	1	5	4	5	2
1656	DDX6	2111	6501	2775	3348	2428
165631	PARP15	7	201	14	41	31
165679	SPTSSB	5	136	20	9	1524
1657	DMXL1	846	1315	1680	1469	1211
165721	DNAJB8	0	0	0	0	0
165829	GPR156	0	6	1	2	3
1659	DHX8	1042	2405	1395	1393	466
165904	XIRP1	0	40	2	7	2
165918	RNF168	736	1687	1630	1027	965
166	AES	12141	16587	5866	4711	8416
1660	DHX9	3277	6648	3039	3138	2266
166012	CHST13	3024	1109	4791	2807	517
1662	DDX10	548	1283	1289	687	1819
1663	DDX11	403	991	522	331	1739
166336	PRICKLE2	101	452	139	13	9
166348	KBTBD12	0	123	142	3	5
166378	SPATA5	80	387	205	254	160
166379	BBS12	30	120	106	19	4
1665	DHX15	1591	6283	1556	1379	1327
1666	DECR1	7001	1897	1672	5737	4035
166614	DCLK2	42	123	21	69	26
166647	ADGRA3	2830	2451	5469	2256	1146
166655	TRIM60	0	0	89	1	0
1667	DEFA1	0	2	1	0	0
166752	FREM3	0	0	2	4	4
166785	MMAA	733	423	257	528	398
166793	ZBTB49	132	258	122	117	100
166815	TIGD2	194	291	965	531	133
166824	RASSF6	111	339	31	21	115
166863	RBM46	0	3	2	4	0
1669	DEFA4	190	1	0	0	0
166929	SGMS2	467	1377	842	362	209
166968	MIER3	745	1363	992	1208	494
166979	CDC20B	20	2	1	3	7
167	CRISP1	0	12	0	1	0
1670	DEFA5	0	0	0	0	0
1671	DEFA6	2	0	0	0	9
167127	UGT3A2	22	15	2	1	6
167153	PAPD4	951	1748	980	1313	872
1672	DEFB1	8385	308	2	15	111
167227	DCP2	955	2177	1218	1280	843
1673	DEFB4A	0	0	0	0	0
167359	NIM1K	7	38	19	13	0
1674	DES	0	145	5	3	9
167410	LIX1	0	2	1	0	0
167465	ZNF366	28	77	72	29	15
1675	CFD	234	845	308	503	186
167555	FAM151B	63	115	57	80	80
1676	DFFA	858	1213	1301	679	793
167681	PRSS35	39	196	5	8	2
167691	LCA5	45	192	47	25	116
1677	DFFB	118	172	197	78	131
1678	TIMM8A	336	331	1179	487	166
167826	OLIG3	0	0	0	0	0
167838	TXLNB	8	461	27	12	138
168002	DACT2	0	799	6	2	148
168090	C6orf118	0	0	0	0	0
168374	ZNF92	178	556	402	139	121
168391	GALNTL5	2	2	0	1	0
168400	DDX53	14	10	640	48	0
168417	ZNF679	0	0	10	1	0
168433	RNF133	4	2	2	0	0
168448	CDC14C	4	3	122	1	1
168451	THAP5	1500	878	1433	865	399
168455	CCDC71L	1704	1683	1279	1092	51
168507	PKD1L1	24	39	23	7	27
168537	GIMAP7	700	612	362	340	560
168544	ZNF467	668	414	212	47	35
168620	BHLHA15	11	108	49	6	6
168667	BMPER	83	29	24	4	0
1687	DFNA5	103	1011	781	200	214
168741	PER4	0	0	2	0	0
168850	ZNF800	1261	898	717	356	148
168975	CNBD1	0	0	0	0	0
1690	COCH	32	1054	430	677	959
169026	SLC30A8	11	7	24	0	7
169044	COL22A1	5	218	1	8	4045
169166	SNX31	2	2	19	5	0
169200	TMEM64	1387	2548	1623	477	1017
169270	ZNF596	65	77	125	112	118
169355	IDO2	9	5	425	190	3
169436	STKLD1	58	49	138	60	46
169522	KCNV2	0	7	0	0	2
169611	OLFML2A	597	460	242	151	93
169693	TMEM252	0	0	1	0	0
169714	QSOX2	827	1957	1303	654	385
169792	GLIS3	100	1669	178	18	191
169834	ZNF883	126	308	363	4	61
169841	ZNF169	22	174	64	57	95
169966	FAM46D	0	0	6	0	2
169981	SPIN3	229	657	857	305	264
170062	FAM47B	0	0	0	0	0
170063	NA	0	0	9	0	43
170067	SUPT20HL2	0	1	1	0	0
170082	TCEANC	71	177	141	106	59
170261	ZCCHC12	0	23	1	1	0
170302	ARX	0	9	0	0	0
170370	FAM170B	0	0	0	0	0
170371	C10orf128	455	228	72	42	8
170384	FUT11	102	954	140	160	44
170392	OIT3	823	156	358	443	1029
170393	C10orf91	2	1	0	2	0
170394	PWWP2B	531	740	105	210	812
170425	LINC00858	0	23	40	15	4
170463	SSBP4	930	2796	585	1111	2346
170482	CLEC4C	3	6	59	0	0
170487	ACTL10	21	66	41	50	55
170506	DHX36	1192	1904	1892	1151	1772
170572	HTR3C	1	6	0	0	0
170575	GIMAP1	489	752	282	292	169
170589	GPHA2	2	2	0	2	3
170591	S100Z	0	18	1	3	4
170622	COMMD6	1364	1944	1268	792	475
170626	XAGE3	1	3	10	1	0
170627	XAGE5	2	10	564	25	0
170679	PSORS1C1	3	100	16	4	0
170680	PSORS1C2	1	22	3	1	1
170685	NUDT10	7	6	1	0	0
170689	ADAMTS15	55	100	33	34	11
170690	ADAMTS16	4	147	20	372	2
170691	ADAMTS17	874	84	57	3480	53
170692	ADAMTS18	1	6	9	23	1
170712	COX7B2	2	13	591	393	1
170825	GSX2	0	1	0	0	0
170850	KCNG3	0	12	0	0	0
170949	DEFT1P	0	0	0	0	0
170954	PPP1R18	957	6953	833	635	488
170958	ZNF525	147	432	479	221	228
170959	ZNF431	64	387	200	133	313
170960	ZNF721	758	1181	697	491	502
170961	ANKRD24	325	78	520	254	75
171017	ZNF384	654	2649	800	739	1543
171019	ADAMTS19	0	0	0	0	0
171022	ABHD11-AS1	0	18	5	0	2
171023	ASXL1	1060	4203	2973	2249	3101
171024	SYNPO2	273	1680	398	139	55
171169	SPACA4	0	5	1	0	1
171177	RHOV	13	89	4	4	12
171220	DSTNP2	91	308	89	107	128
171389	NLRP6	430	94	161	136	3
171391	LOC171391	73	36	588	199	110
171392	ZNF675	113	1009	144	84	130
171423	PDIA3P1	3809	4699	4022	2707	1692
171425	CLYBL	2228	411	1287	2700	159
171482	FAM9A	0	1	5	0	0
171483	FAM9B	0	13	125	0	0
171484	FAM9C	0	0	2	0	2
171489	NA	0	98	0	0	0
171490	NA	0	0	0	0	0
171546	SPTSSA	3604	2115	1052	1551	2154
171558	PTCRA	2	42	5	6	8
171568	POLR3H	4073	4613	2992	2690	1723
171586	ABHD3	1115	1147	887	1504	1087
1716	DGUOK	899	1328	693	427	780
1717	DHCR7	20093	3721	4282	5099	3357
1718	DHCR24	77709	59270	41880	40675	21524
1719	DHFR	555	627	545	501	421
172	AFG3L1P	122	483	326	334	676
1720	DHFRP3	0	0	58	0	0
1723	DHODH	1287	382	1172	855	271
1725	DHPS	2176	1680	976	2348	883
1727	CYB5R3	7297	8845	3489	4584	5843
1728	NQO1	475	31670	220	359	2626
1729	DIAPH1	6307	5878	7749	10842	2841
173	AFM	1505	133	2179	10399	4999
1730	DIAPH2	356	648	584	720	782
1731	SEPT1	227	323	188	205	391
1733	DIO1	10925	26	5604	3003	330
1734	DIO2	30	129	4	3	27
1735	DIO3	0	20	0	0	1
1736	DKC1	2344	3293	2059	1539	4061
1737	DLAT	636	1700	1794	703	863
1738	DLD	5838	2973	4054	2513	1073
1739	DLG1	1917	2330	3661	1958	1991
174	AFP	108	408	76	226	272
1740	DLG2	18	29	278	34	13
1741	DLG3	103	2325	1039	65	76
1742	DLG4	1436	4705	792	2855	717
1743	DLST	2476	3555	2295	3582	1040
1745	DLX1	0	7	19	0	0
1746	DLX2	0	6	0	0	0
1747	DLX3	0	0	0	3	0
1748	DLX4	0	35	11	2	0
1749	DLX5	1	6	0	0	41
175	AGA	622	1081	923	560	371
1750	DLX6	0	254	0	0	6
1755	DMBT1	1	18694	3	2	17
1756	DMD	545	1532	4744	2903	454
1757	SARDH	2545	286	6509	9950	589
1758	DMP1	0	10	9	0	12
1759	DNM1	157	4442	20	43	78
176	ACAN	7	463	3	89	29
1760	DMPK	480	1641	529	372	1817
1761	DMRT1	0	0	0	0	0
1762	DMWD	688	1854	878	477	1010
1763	DNA2	99	368	143	282	254
1767	DNAH5	5	134	19	11	18
1768	DNAH6	86	45	242	224	19
1769	DNAH8	37	2	2	2	7
177	AGER	155	300	82	61	402
1770	DNAH9	2	31	0	0	6
1773	DNASE1	269	297	340	342	603
1774	DNASE1L1	1580	1569	690	719	742
1775	DNASE1L2	219	14	153	39	168
1776	DNASE1L3	1625	105	571	120	21
1777	DNASE2	2744	3159	2468	2673	710
1778	DYNC1H1	4142	11132	3896	5090	3518
178	AGL	1572	1610	4252	2531	749
1780	DYNC1I1	4	226	430	12	82
1781	DYNC1I2	1244	1722	765	1022	3333
1783	DYNC1LI2	1783	4414	2519	1621	1716
1785	DNM2	4935	7840	3276	4499	5332
1786	DNMT1	1315	3450	1303	1343	3996
1787	TRDMT1	62	225	69	58	223
1788	DNMT3A	406	2596	1142	319	767
1789	DNMT3B	130	154	188	194	484
1791	DNTT	4	67	0	0	5
1793	DOCK1	838	2568	779	1021	68
1794	DOCK2	218	1814	412	108	210
1795	DOCK3	13	352	97	68	8
1796	DOK1	228	1041	218	110	93
1797	DXO	524	1733	294	823	1064
1798	DPAGT1	733	2277	946	1123	710
18	ABAT	20232	380	30474	15664	272
1800	DPEP1	8	179	7	2	11
1801	DPH1	948	3587	837	2102	1141
1802	DPH2	1019	5409	1972	719	845
1803	DPP4	18012	6601	6280	2213	608
1804	DPP6	3	3	5	3	2
1805	DPT	420	86	31	1	34
1806	DPYD	3019	3948	4544	2101	1782
1807	DPYS	6757	452	11772	16304	3112
1808	DPYSL2	2912	3550	1255	1660	744
1809	DPYSL3	263	4379	236	790	144
181	AGRP	8	7	0	6	4
1810	DR1	1395	3166	1777	858	928
1811	SLC26A3	5	11	20	2	3
1812	DRD1	1	2	133	92	0
1813	DRD2	0	0	0	0	0
1814	DRD3	0	0	0	0	0
1815	DRD4	77	35	53	105	187
1816	DRD5	0	1	0	2	0
1819	DRG2	1450	2055	450	2035	1014
182	JAG1	981	4829	664	657	301
1820	ARID3A	150	327	92	85	140
1821	DRP2	1	51	2	7	7
1822	ATN1	4025	8486	2321	5332	4800
1823	DSC1	10	9	18	6	13
1824	DSC2	176	2179	494	204	936
1825	DSC3	0	1	0	42	5
1826	DSCAM	0	19	1	2	3
1827	RCAN1	1148	980	1570	1489	370
1828	DSG1	71	108	608	153	19
1829	DSG2	1835	6684	2204	2077	2305
183	AGT	147846	23228	63382	45427	42547
1830	DSG3	3	1	0	0	0
1831	TSC22D3	2282	2235	887	3133	200
1832	DSP	5350	14731	2089	8848	5543
1833	EPYC	2	0	1	0	1
1834	DSPP	0	3	3	0	1
1836	SLC26A2	399	867	547	502	307
1837	DTNA	2680	770	93	2185	1927
1838	DTNB	175	604	416	368	186
1839	HBEGF	142	780	126	207	97
1840	DTX1	771	246	418	589	17
1841	DTYMK	1141	2509	1322	998	558
1842	ECM2	839	587	700	264	230
1843	DUSP1	3039	5892	901	6446	2675
1844	DUSP2	60	293	22	100	212
1845	DUSP3	5973	8625	2789	6463	1734
1846	DUSP4	129	3703	78	83	240
1847	DUSP5	235	3000	126	254	132
1848	DUSP6	1168	12092	917	1420	423
1849	DUSP7	567	1211	942	784	188
185	AGTR1	576	945	436	595	326
1850	DUSP8	540	894	38	1050	1308
1852	DUSP9	520	502	3085	167	3088
1854	DUT	2794	2512	2910	1803	599
1855	DVL1	4120	2475	4969	1078	4002
1856	DVL2	610	2489	975	1294	815
1857	DVL3	2986	7784	3505	2372	3871
1859	DYRK1A	1275	1646	1039	1759	815
186	AGTR2	0	0	5	0	1
1861	TOR1A	1597	2648	1098	1112	563
1869	E2F1	543	1294	2268	2558	1516
187	APLNR	2241	2454	1342	270	142
1870	E2F2	112	189	328	214	132
1871	E2F3	347	2899	517	97	1412
1874	E2F4	1039	2695	1253	856	823
1875	E2F5	236	592	158	41	397
1876	E2F6	129	696	352	270	51
1877	E4F1	974	1228	1056	1180	1698
1879	EBF1	95	175	90	87	110
1880	GPR183	91	677	49	88	161
1889	ECE1	3559	5892	4754	7431	3936
189	AGXT	54094	197	41759	104012	2821
1890	TYMP	9069	16928	2232	6967	4895
1891	ECH1	12805	10521	3295	15235	5857
1892	ECHS1	19965	4767	4649	16434	4767
1893	ECM1	351	916	50	176	78
1894	ECT2	473	4598	1077	838	841
1896	EDA	81	649	40	263	157
19	ABCA1	2590	4769	3507	1062	900
190	NR0B1	0	562	1	1	40
1901	S1PR1	1066	1041	916	1096	141
1902	LPAR1	78	814	24	16	66
1903	S1PR3	214	1331	337	314	40
1906	EDN1	107	1836	44	41	77
1907	EDN2	2	10	15	277	6
1908	EDN3	5	2	1	0	0
1909	EDNRA	94	531	96	96	42
191	AHCY	3477	9437	5780	11454	4871
1910	EDNRB	1899	678	426	1878	607
1911	PHC1	149	394	179	64	56
1912	PHC2	3393	18889	2819	1544	1967
1915	EEF1A1	2681	3484	1386	2503	1612
191585	PLAC4	0	25	0	4	208
1917	EEF1A2	8956	19	55	47	3
192111	PGAM5	4176	2676	7860	6180	2351
192134	B3GNT6	0	78	0	0	44
192286	HIGD2A	1440	2068	1030	3699	1608
192666	KRT24	0	0	0	0	3
192668	CYS1	19	237	6	1	0
192669	AGO3	123	784	381	133	275
192670	AGO4	473	1804	915	376	977
192683	SCAMP5	144	702	2311	409	1261
1933	EEF1B2	1517	3116	1427	1607	531
1936	EEF1D	6046	15010	2939	11910	20197
193629	LINC00189	0	146	15	1	3
1937	EEF1G	5177	15180	3847	10505	7199
1938	EEF2	48483	75923	34235	54127	13786
1939	EIF2D	2732	2138	1928	1280	1142
1942	EFNA1	8278	10665	5795	41429	6320
1943	EFNA2	497	291	380	105	823
1944	EFNA3	259	324	136	1199	118
1945	EFNA4	652	683	286	1393	295
1946	EFNA5	1	1659	4	2	19
1947	EFNB1	1060	3462	840	908	2622
1948	EFNB2	722	1075	550	728	174
1949	EFNB3	17	45	4	11	0
1950	EGF	13	205	1	0	0
1951	CELSR3	1296	1726	1543	2016	1032
1952	CELSR2	513	2487	893	580	143
1953	MEGF6	847	1672	205	64	187
1954	MEGF8	1330	4472	3805	680	1841
1955	MEGF9	2741	3229	2100	1369	667
1956	EGFR	1294	1140	4441	1809	1084
1958	EGR1	1743	4801	234	1409	290
195814	SDR16C5	0	3	1	0	6
195827	AAED1	210	559	212	171	36
195828	ZNF367	510	503	1065	1474	269
1959	EGR2	88	502	16	15	43
196	AHR	1485	8768	2343	662	2107
1960	EGR3	33	289	17	30	24
196047	EMX2OS	0	0	0	0	1
196051	PLPP4	8	145	0	0	5
196074	METTL15	223	337	216	289	451
1961	EGR4	0	4	0	3	0
1962	EHHADH	20899	1177	10733	15502	2185
196264	MPZL3	27	261	64	34	16
196294	IMMP1L	335	307	324	365	279
196335	OR56B4	2	15	0	4	3
196374	KRT78	0	4	0	1	7
196383	RILPL2	289	734	445	464	85
196385	DNAH10	11	205	66	38	28
196394	AMN1	215	298	194	352	94
1964	EIF1AX	1259	2250	1868	1174	1537
196403	DTX3	508	833	186	293	62
196410	METTL7B	3248	3352	1656	2634	706
196415	C12orf77	0	0	0	0	0
196441	ZFC3H1	667	1414	837	695	1609
196463	PLBD2	727	4132	1491	884	648
196472	FAM71C	0	4	0	0	8
196475	RMST	15	25	6	4	157
196477	CCER1	0	0	1	0	0
196483	EEF2KMT	1116	762	1281	704	360
1965	EIF2S1	1540	3058	1279	2090	690
196500	PIANP	5	8	6	2	0
196513	DCP1B	446	534	297	575	181
196527	ANO6	7007	4968	6209	2985	1613
196528	ARID2	411	1425	525	484	1032
196541	METTL21C	0	0	0	0	0
196549	EEF1DP3	5	34	8	0	33
1967	EIF2B1	1066	1718	1786	2072	981
196740	VSTM4	816	406	698	157	31
196743	PAOX	662	429	304	886	243
196792	FAM24B	21	118	33	68	5
1968	EIF2S3	3018	11927	3962	4574	6153
196872	LINC00638	41	22	86	21	117
196883	ADCY4	256	403	161	125	74
1969	EPHA2	913	2760	617	552	148
196913	LINC01599	1	3	0	3	7
196951	FAM227B	114	113	147	129	102
196968	DNM1P46	3	7	0	4	0
196993	CT62	6	25	41	2	1
196996	GRAMD2	0	16	1	1	1
197	AHSG	17588	635	94667	170727	613
197003	MGC15885	0	0	0	0	0
197021	LCTL	98	166	159	96	58
197131	UBR1	469	1230	1213	475	247
197135	PATL2	81	56	59	63	43
197187	SNAI3-AS1	150	113	268	78	21
197196	LINC00311	5	0	1	1	2
197257	LDHD	4233	235	5783	8046	85
197258	FUK	1210	524	1042	902	653
197259	MLKL	204	514	202	161	192
197320	ZNF778	57	147	178	126	66
197322	ACSF3	526	654	828	904	332
197335	WDR90	1089	1010	874	1158	1845
197342	EME2	122	142	109	61	53
197358	NLRC3	125	429	151	50	119
197370	NSMCE1	1809	1043	1626	1619	1066
1974	EIF4A2	14590	18614	7653	19034	13401
197407	ZNF48	438	635	705	559	411
1975	EIF4B	5205	15038	6224	7922	3616
1977	EIF4E	162	270	180	167	133
1978	EIF4EBP1	1239	1493	1210	1506	2520
1979	EIF4EBP2	3592	7052	4113	5051	1577
1981	EIF4G1	17361	33036	19231	10508	12790
1982	EIF4G2	18264	39263	13554	10717	5103
1983	EIF5	8292	10059	5887	10441	5213
1984	EIF5A	5134	18084	2844	8437	9569
198437	LKAAEAR1	1	3	2	2	2
199	AIF1	597	2398	581	365	588
1990	CELA1	0	3	0	0	0
1991	ELANE	13	3	9	0	0
1992	SERPINB1	1321	8248	657	875	2067
199221	DZIP1L	21	308	116	16	322
199223	TTC21A	110	135	122	75	70
1993	ELAVL2	1	9	6	6	0
1994	ELAVL1	2302	3031	1807	2167	1344
1995	ELAVL3	1	0	5	1	2
1996	ELAVL4	4	23	1	2	4
199675	MCEMP1	0	74	0	1	0
199692	ZNF627	323	467	391	360	117
199699	DAND5	18	3	2	3	26
1997	ELF1	1097	2493	1502	549	470
199704	ZNF585A	110	367	255	142	143
199713	NLRP7	0	4	2	3	2
199720	GGN	4	46	2	2	10
199731	CADM4	947	2399	418	1120	191
199745	THAP8	211	373	202	249	219
199746	U2AF1L4	304	372	158	258	529
199777	ZNF626	49	460	354	107	557
199786	FAM129C	19	5	2	10	11
1998	ELF2	537	1096	744	424	499
199800	ADM5	3	9	6	7	20
199834	LCE4A	0	0	0	0	0
199857	ALG14	470	514	237	547	557
199870	FAM76A	498	271	473	290	213
199899	LINC00466	0	0	0	0	1
1999	ELF3	3013	11400	773	1985	21174
199920	C1orf168	1115	13	485	572	428
199953	TMEM201	674	695	575	319	612
199964	TMEM61	3	51	3	87	19
199974	CYP4Z1	5	25	1	9	3
199990	FAAP20	2481	1582	2059	833	1556
2	A2M	76465	34204	8736	16819	11968
20	ABCA2	7068	4847	4257	2637	3500
2000	ELF4	130	1718	137	99	292
200008	CDCP2	1	5	2	0	1
200010	SLC5A9	1232	1392	1075	719	2282
200014	CC2D1B	1288	3293	3131	1325	1876
200035	NUDT17	100	160	86	222	379
200058	FLJ23867	58	766	19	31	1402
200081	TXLNA	4102	8389	2861	1909	1155
2001	ELF5	10	1	1	8	2
200132	TCTEX1D1	31	69	5	7	11
200150	PLD5	2	2	4	3	1
200159	C1orf100	1	1	1	1	5
200162	SPAG17	141	412	143	103	1346
200172	SLFNL1	50	47	113	37	25
200185	KRTCAP2	4905	2615	1649	12706	4476
200186	CRTC2	1665	1957	1185	4710	1391
200197	TMEM51-AS1	22	121	9	14	45
2002	ELK1	900	5289	1486	1016	631
200205	IBA57	321	487	307	478	481
200232	FAM209A	1	3	6	1	0
200261	LINC00656	0	7	1	0	0
2003	ELK2AP	136	212	31	567	1277
200312	RNF215	564	814	560	710	313
200315	APOBEC3A	3	26	3	3	5
200316	APOBEC3F	321	325	191	21	139
200350	FOXD4L1	1	1	0	0	0
200373	CFAP221	15	138	9	0	47
2004	ELK3	252	1485	351	140	50
200403	VWA3B	1	1	4	1	1
200407	CREG2	0	96	1	2	2
200420	ALMS1P1	5	19	16	10	18
200424	TET3	454	2189	1032	387	498
2005	ELK4	2280	2413	1750	1009	838
200504	GKN2	0	0	0	0	0
200523	TEX37	1	0	133	53	0
200539	ANKRD23	85	141	222	52	188
200558	APLF	101	140	186	67	70
200576	PIKFYVE	910	2134	1842	573	525
2006	ELN	857	1923	182	184	330
200634	KRTCAP3	248	193	33	826	145
200726	FAM237A	0	0	0	0	0
200728	TMEM17	71	194	139	77	37
200734	SPRED2	488	3152	998	416	208
200765	TIGD1	57	149	220	141	248
200772	LOC200772	3	1	851	2	6
200810	ALG1L	649	141	1004	738	34
200844	C3orf67	82	274	672	161	85
200845	KCTD6	384	505	933	717	340
200879	LIPH	57	430	82	3	23
200894	ARL13B	386	1234	575	391	640
200895	DHFR2	258	658	1171	477	417
2009	EML1	139	1123	134	109	16
200909	HTR3D	0	0	0	0	0
200916	RPL22L1	239	4143	304	2052	1584
200931	SLC51A	8060	41	2061	4864	1671
200933	FBXO45	462	1081	1143	770	393
200942	KLHDC8B	588	2320	625	634	506
200958	MUC20	205	101	299	105	121
200959	GABRR3	4	66	0	0	110
2010	EMD	3236	2211	3806	2677	1647
2011	MARK2	933	3492	895	972	1898
201134	CEP112	223	606	252	104	194
201140	DHRS7C	0	1	0	0	0
201158	TVP23C	30	296	56	48	477
201161	CENPV	1245	3387	986	1315	1447
201163	FLCN	1687	2202	688	1154	2193
201164	PLD6	914	1293	449	731	559
201176	ARHGAP27	1386	2670	750	318	591
201181	ZNF385C	116	39	103	74	59
201191	SAMD14	90	336	58	71	42
2012	EMP1	5751	3225	551	780	123
201229	LYRM9	447	231	461	332	238
201232	SLC16A13	1580	416	266	683	149
201243	C17orf74	0	0	0	0	2
201254	CENPX	1828	2973	2739	3058	2244
201255	LRRC45	1399	1778	1770	2323	3181
201266	SLC39A11	2690	1890	2213	1274	521
201283	AMZ2P1	147	390	294	462	163
201292	TRIM65	518	1117	713	571	778
201294	UNC13D	230	1557	147	177	453
201299	RDM1	33	26	185	183	48
2013	EMP2	3901	3020	3522	3110	140
201305	SPNS3	22	28	4	2	25
2014	EMP3	350	1501	184	330	377
201456	FBXO15	7	10	16	32	1
201475	RAB12	1368	1638	1095	1235	910
201477	DLGAP1-AS3	0	14	0	0	0
2015	ADGRE1	6	88	8	3	6
201501	ZBTB7C	68	45	288	19	22
201514	ZNF584	277	585	289	188	184
201516	ZSCAN4	0	0	0	0	0
201562	HACD2	675	1506	1193	435	289
201595	STT3B	2778	6795	5695	1949	684
2016	EMX1	167	56	705	343	10
201617	LINC00870	113	10	524	53	16
201625	DNAH12	4	22	17	10	22
201626	PDE12	854	1338	1298	1002	204
201627	DENND6A	553	1841	1226	786	289
201633	TIGIT	69	440	49	48	90
201651	AADACP1	68	1041	531	154	0
2017	CTTN	4889	10039	5365	2986	4633
201725	C4orf46	160	343	284	128	193
201780	SLC10A4	0	3	3	3	6
201798	TIGD4	3	13	29	3	0
201799	TMEM154	15	142	12	12	11
2018	EMX2	0	2	0	3	7
201895	SMIM14	6656	2238	3261	2515	2558
2019	EN1	19	3	0	10	0
201931	TMEM192	2051	724	1939	890	850
201965	RWDD4	134	384	216	79	106
201973	PRIMPOL	507	479	639	216	232
202	CRYBG1	393	807	1084	329	224
2020	EN2	3	25	4	5	0
202018	TAPT1	1209	1417	692	1388	340
202020	TAPT1-AS1	192	305	296	468	270
202051	SPATA24	102	120	141	181	44
202052	DNAJC18	56	292	61	63	51
2021	ENDOG	1400	1008	924	2161	602
202134	FAM153B	0	1	0	0	2
202151	RANBP3L	4	3	9	16	3
202181	LOC202181	35	91	96	10	190
2022	ENG	5502	7847	2021	2664	511
202243	CCDC125	1435	848	693	837	631
202299	LINC01554	1560	6	34	122	6
2023	ENO1	24526	44682	14926	10769	15855
202309	GAPT	19	92	4	1	0
202333	CMYA5	160	73	179	470	109
202374	STK32A	1	100	9	0	0
202459	OSTCP1	0	1	0	1	0
202500	TCTE1	3	5	3	14	0
202559	KHDRBS2	0	6	7	0	0
2026	ENO2	47	1464	25	154	203
202658	TRIM39-RPP21	602	2617	616	840	1178
2027	ENO3	433	387	850	266	192
202781	PAXIP1-AS1	599	188	724	338	426
2028	ENPEP	1201	847	2542	1184	1047
202865	C7orf33	0	4	14	0	2
2029	ENSA	5876	6297	2480	17555	6835
202915	TMEM184A	4270	2391	1117	1724	2949
203	AK1	2127	1030	386	1060	738
2030	SLC29A1	7134	5156	2027	1455	1575
203054	ADCK5	763	853	452	693	4112
203062	TSNARE1	242	563	316	459	769
203068	TUBB	10239	95666	8762	11056	11294
203069	R3HCC1	1051	1066	937	1575	611
203074	PRSS55	1	0	0	7	2
203076	C8orf74	0	5	0	0	0
203100	HTRA4	0	107	2	3	18
203102	ADAM32	3	35	1	1	2
203111	ERICH5	2398	1036	1045	645	1553
203190	LGI3	7	10	3	1	0
203197	TMEM268	444	729	283	208	158
203228	C9orf72	166	391	632	635	138
203238	CCDC171	29	161	93	74	22
