gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"	Msmo1",1544.736017,-0.73065265,0.388716873,-1.879652519,0.060155451,0.302762078
"	Hadhb",1165.35248,-0.479810098,0.25536965,-1.878884582,0.060260255,0.303161314
"	Traj37",26.37679552,-1.145310162,0.609661045,-1.878601513,0.060298924,0.303227642
"	Srebf1",168.1067386,0.534960169,0.284845416,1.87807189,0.060371331,0.303463498
"	Mfsd3",69.10950144,-0.884223352,0.471089657,-1.876974668,0.060521566,0.304090199
"	B230217C12Rik",71.46337389,-0.77278577,0.411868104,-1.876294289,0.060614881,0.304392182
"	Rpl10-ps3",59.92649577,-0.862269227,0.459591734,-1.876163481,0.060632835,0.304392182
"	Slmo2",2059.948972,-0.357808025,0.190736778,-1.875925705,0.060665482,0.304427629
"	Iffo1",115.4981931,0.761707494,0.406121683,1.875564703,0.060715077,0.304548055
"	Parp9",1010.813887,0.475530685,0.253758483,1.873949905,0.06093733,0.305441581
"	Ttc28",27.48499466,-1.032867242,0.551186628,-1.873897496,0.060944555,0.305441581
"	Fkbp1a",5517.076419,-0.359889477,0.192077162,-1.873671361,0.060975736,0.30546918
"	Atp5g1",6712.137997,-0.655491608,0.350078932,-1.872410902,0.061149778,0.305956336
"	Dync2li1",37.80938113,1.01778626,0.54362465,1.872222423,0.061175838,0.305956336
"	Papd5",861.9223843,-0.378362917,0.202085867,-1.872287865,0.061166789,0.305956336
"	Pml",307.4656123,0.446495,0.238478197,1.872267595,0.061169592,0.305956336
"	Cdc20b",94.50918672,-1.145394598,0.612289424,-1.87067513,0.061390124,0.306660056
"	Gm10069",32.45805108,-0.764214731,0.408491527,-1.870821498,0.061369827,0.306660056
"	Tgfbr2",1905.527964,0.379532285,0.202888122,1.870648129,0.061393869,0.306660056
"	Ccdc126",120.0925935,0.571830991,0.305759464,1.870198826,0.061456213,0.306725568
"	Nkg7",232138.7937,-0.786828992,0.420723212,-1.870182033,0.061458544,0.306725568
"	Dynlt1f",774.157901,-0.452403242,0.24200654,-1.869384367,0.061569358,0.307149778
"	Eif4b",2124.419,-0.369789223,0.19790222,-1.8685451,0.06168613,0.307334101
"	Heatr3",277.4641556,-0.540124901,0.289051374,-1.868612119,0.061676798,0.307334101
"	Mrps7",1040.239999,-0.466252973,0.249574581,-1.868190949,0.06173546,0.307334101
"	Phf11b",4704.795113,-0.400146667,0.214136612,-1.868651339,0.061671338,0.307334101
"	Smim19",408.1589142,0.445674555,0.238546892,1.868289081,0.061721788,0.307334101
"	Strada",151.4804797,-0.647177401,0.346464584,-1.867946769,0.061769491,0.307374907
"	Cuta",2864.725702,-0.607009942,0.325061177,-1.867371387,0.061849743,0.307645585
"	Lcorl",268.114811,-0.434170591,0.232586413,-1.866706593,0.061942573,0.307978574
"	Akr1c12",15.02356636,-1.239693133,0.664596601,-1.865331738,0.062134919,0.308732348
"	Gm15472",98.91892963,0.554111149,0.297070376,1.865252122,0.062146073,0.308732348
"	Cep57l1",267.7523731,-0.457826461,0.245476798,-1.865049838,0.062174419,0.308744255
"	Llph",1098.917996,-0.346388703,0.185817768,-1.864131222,0.062303279,0.308997254
"	Psmb2",21449.63562,-0.622397084,0.333868885,-1.864196129,0.062294167,0.308997254
"	Tmem127",275.1819506,0.468175556,0.25112208,1.864334492,0.062274746,0.308997254
"	Cd99l2",96.6217115,-0.70516561,0.378651133,-1.86230952,0.062559474,0.309622557
"	Gstt2",1126.223984,0.429820196,0.230771435,1.862536393,0.062527521,0.309622557
"	Mvp",60.36550387,0.840829469,0.451480119,1.862384262,0.062548946,0.309622557
"	Rhbdd1",174.4039984,0.455230715,0.244409876,1.862570872,0.062522666,0.309622557
"	Tmem209",809.2095258,-0.308813658,0.16581592,-1.862388478,0.062548352,0.309622557
"	Stx16",373.4714276,0.381535043,0.204918264,1.861888909,0.062618751,0.309787067
"	Pigp",1240.754697,-0.403041975,0.216519909,-1.861454571,0.06268001,0.309961248
"	Gm37718",25.4018941,-1.069095766,0.574592782,-1.860614682,0.06279861,0.310418721
"	Irak2",142.9815162,0.605962364,0.325762124,1.860137567,0.062866065,0.310623109
"	Casp7",643.2121751,0.324417903,0.174475705,1.859387253,0.062972267,0.311018695
"	Igkj1",53.15824012,0.899571523,0.484005829,1.858596463,0.063084359,0.311443029
"	Kdm6b",74.33914774,0.700046762,0.376786722,1.857939046,0.063177671,0.311774337
"	Rras",403.9087808,0.589197424,0.317186547,1.857573816,0.06322956,0.311901037
"	Gm23212",45.39422349,-0.829513616,0.446663693,-1.857132399,0.06329232,0.312081235
"	BC049352",14.45207847,1.159044187,0.624388261,1.856287602,0.063412575,0.312285936
"	Cklf",3700.516462,-0.399210965,0.215043842,-1.85641663,0.063394196,0.312285936
"	Enoph1",366.2843792,-0.386788991,0.208366369,-1.856292799,0.063411835,0.312285936
"	Bbip1",4841.020221,0.29003438,0.156263706,1.856057222,0.063445402,0.312318327
"	Gm11655",10.62135329,1.136322602,0.61239218,1.855547213,0.063518124,0.312498854
"	Map4k3",57.55468987,0.888719482,0.478982592,1.855431695,0.063534605,0.312498854
"	Ndufs4",7130.802096,0.213393205,0.115041161,1.854929164,0.063606343,0.312722423
"	Trabd",302.1997171,0.349230019,0.188299175,1.854655073,0.063645498,0.312785683
"	Plac8",16915.73401,-0.344520213,0.185814631,-1.854107023,0.06372385,0.313041441
"	Mybl2",56.04658556,-0.72388579,0.390486145,-1.853806591,0.063766835,0.31312332
"	Txlnb",12.21859102,1.274004407,0.687564163,1.852924389,0.063893197,0.31361438
"	Snx17",460.3808954,0.428090714,0.23107993,1.852565536,0.063944656,0.313737533
"	Akr1c13",502.6074987,-0.642735615,0.347060022,-1.85194368,0.064033911,0.313916552
"	Prkacb",2292.718174,0.268323666,0.144878591,1.852058769,0.064017384,0.313916552
"	9130230N09Rik",37.99249891,0.842788479,0.45513701,1.851724776,0.064065354,0.313941345
"	Eral1",159.2048131,-0.478134745,0.258366353,-1.850607636,0.06422602,0.314599091
"	Gm12764",66.72622061,0.908725958,0.491236928,1.849873057,0.064331848,0.314987789
"	Ptpn11",625.5623537,0.540443237,0.292260431,1.849183741,0.064431286,0.315344894
"	Cct4",5602.584879,-0.338506904,0.183142777,-1.848322437,0.064555712,0.315823955
"	Timm17a",5978.425994,-0.397973064,0.215357672,-1.84796325,0.064607659,0.315948184
"	Calm3",4586.263816,0.407617083,0.220615608,1.847634842,0.064655186,0.316050699
"	Sec24a",863.6231916,-0.527594972,0.285623398,-1.847170002,0.064722505,0.316249844
"	Dbnl",910.5309383,0.319186005,0.172826236,1.846860834,0.064767312,0.316338868
"	Ugdh",719.8295282,0.384216155,0.208088686,1.846405789,0.064833307,0.316531264
"	March6",1129.159626,-0.262654249,0.142314423,-1.845591215,0.064951583,0.316978644
"	Sept8",22.00523805,0.945182374,0.512601626,1.843892657,0.065198785,0.318054592
"	Vopp1",423.2709955,0.401442387,0.217738479,1.843690599,0.065228244,0.318067887
"	Pcgf6",435.5670882,-0.464906218,0.252197261,-1.843422948,0.065267282,0.318127867
"	Ccdc64",151.1509288,0.546206662,0.296341324,1.843167381,0.065304576,0.318179297
"	AW209491",138.3468723,-0.557418383,0.302692737,-1.841532071,0.065543625,0.318691481
"	Fbxl2",116.9069806,-0.762362068,0.413830981,-1.842206366,0.06544497,0.318691481
"	Rpl23a",232.5695201,-0.473308799,0.256974915,-1.841848258,0.065497349,0.318691481
"	Tpcn2",19.40591264,-1.131543774,0.614429366,-1.841617339,0.065531143,0.318691481
"	Vezf1",935.9401541,0.380922381,0.206848485,1.841552677,0.065540609,0.318691481
"	Cdc42se1",3434.97534,0.26964429,0.146466655,1.840994391,0.065622381,0.31894407
"	Qsox1",18.32044237,1.230428357,0.668543714,1.840460588,0.065700645,0.319194071
"	Pisd",132.755347,-0.445308172,0.242035883,-1.839843603,0.065791202,0.319503559
"	Recql",229.4214554,-0.545892146,0.296945504,-1.838358006,0.066009669,0.320433717
"	Coro1a",8025.923693,0.385990343,0.210168834,1.836572707,0.066273,0.321449714
"	Man1c1",14.15515045,-1.242378789,0.676441807,-1.836638091,0.06626334,0.321449714
"	Tfcp2l1",7.237379646,-1.332102987,0.725481592,-1.836163732,0.066333445,0.321611787
"	Clec2g",7.270188637,1.376461011,0.749719463,1.83596809,0.066362376,0.321620999
"	Idua",68.93072847,0.728254493,0.396765605,1.835477883,0.066434913,0.321841449
"	Rpl18a",14800.93675,-0.443622019,0.241736503,-1.835147005,0.066483911,0.32194773
"	Nol7",3971.128265,0.2866008,0.156263549,1.834086075,0.066641218,0.32231594
"	Trdv5",64.791801,-1.181165684,0.643913396,-1.834354886,0.066601332,0.32231594
"	Zzz3",723.6721681,-0.344235364,0.187682826,-1.834133525,0.066634176,0.32231594
"	Sv2c",104.1174358,-0.782140859,0.426494763,-1.833881505,0.066671585,0.322331785
"	Ganab",959.2507214,-0.30052774,0.163915825,-1.833427251,0.066739058,0.322411222
"	Nhsl2",99.75192354,-0.625963666,0.341421189,-1.833406026,0.066742212,0.322411222
"	Birc2",937.226652,0.431305682,0.235403724,1.832195658,0.066922276,0.322412177
"	Fam102b",216.594788,-0.515371005,0.281256459,-1.83238816,0.066893611,0.322412177
"	Gid4",217.9679479,-0.420879961,0.229616612,-1.832968253,0.066807292,0.322412177
"	Gm20506",9.142315442,1.358062548,0.741165186,1.832334509,0.066901599,0.322412177
"	Gm38326",15.01398194,1.087863398,0.593586418,1.832695906,0.066847806,0.322412177
"	Lekr1",64.59249283,-0.694023591,0.378807014,-1.832129724,0.066932096,0.322412177
"	Rspry1",734.390964,0.358098267,0.19544955,1.832177496,0.066924981,0.322412177
"	2810403D21Rik",11.74116096,-1.144544529,0.624969855,-1.831359577,0.067046891,0.322834441
"	Braf",269.8629977,-0.410766784,0.224391088,-1.830584215,0.067162626,0.322869062
"	Hypk",10314.29947,0.347625885,0.189843805,1.831115237,0.067083345,0.322869062
"	Klrg1",6986.939046,-0.632419838,0.345455948,-1.83068157,0.067148086,0.322869062
"	Trip4",914.0401502,0.249609542,0.136348581,1.830672093,0.067149501,0.322869062
"	4833403J16Rik",156.9773066,0.712069197,0.389116747,1.829962867,0.067255492,0.323054436
"	Vwa3b",11.38117647,1.318711614,0.720568812,1.830098101,0.067235271,0.323054436
"	Hmces",453.7601367,0.379271934,0.207331206,1.829304624,0.067353986,0.32339083
"	Palm3",10.72018552,1.305416177,0.71368081,1.829131677,0.067379885,0.32339083
"	Map2k3os",13.73071356,-1.132252424,0.619180368,-1.828631013,0.067454903,0.323424802
"	Plekho2",264.9017268,0.489173691,0.267513273,1.828595959,0.067460159,0.323424802
"	Tubgcp2",258.3275381,-0.415616384,0.22730143,-1.828481164,0.06747737,0.323424802
"	Usp24",584.1481211,-0.380042926,0.207860127,-1.828358967,0.067495695,0.323424802
"	Sod2",1702.825143,-0.279752564,0.153039928,-1.827971091,0.067553891,0.323573345
"	Vsig10",31.93695681,0.979273061,0.535919037,1.827277991,0.067657983,0.32394152
"	Crnde",12.77278362,-1.058112407,0.579479749,-1.825969602,0.067854841,0.324753378
"	Xcr1",134.6786018,-0.731853305,0.400854073,-1.825734988,0.06789019,0.324791912
"	Ctps",303.5882106,-0.544942432,0.298659419,-1.824628316,0.068057137,0.325459735
"	Stim2",602.4266925,0.427907324,0.234556994,1.824321319,0.068103509,0.325550644
"	Cul9",18.3506359,1.121739986,0.615362618,1.822892638,0.068319653,0.326190704
"	Ift57",122.3011137,-0.628838806,0.344965561,-1.822903143,0.068318062,0.326190704
"	Sdhc",2476.737974,-0.760155247,0.416990082,-1.82295762,0.06830981,0.326190704
"	Rev1",51.28500476,-0.689307524,0.378312564,-1.822058237,0.06844615,0.326663573
"	Sri",15270.57625,0.43399413,0.238222415,1.821802244,0.068484997,0.326717922
"	Pdgfb",99.36042407,0.866421887,0.475673401,1.821463814,0.068536383,0.326832016
"	Pola2",313.6510646,-0.386461066,0.212226415,-1.820984755,0.068609174,0.327048059
"	AU040320",307.8717987,0.467816036,0.257175802,1.819051531,0.068903569,0.328090517
"	Gpatch2l",60.78608022,0.653240023,0.359119321,1.819005505,0.06891059,0.328090517
"	Traf6",398.6812126,-0.342811681,0.18844405,-1.819169567,0.068885564,0.328090517
"	Crot",3073.674159,0.363689727,0.199998432,1.818462888,0.068993414,0.32809421
"	Gbe1",201.4925366,0.517285545,0.284418902,1.818745311,0.068950295,0.32809421
"	Tctn3",63.9322505,-0.780416124,0.429163573,-1.818458444,0.068994093,0.32809421
"	Arhgap9",1112.15365,0.31844142,0.175161682,1.817985623,0.06906633,0.328175398
"	Zfp808",187.0376657,-0.690247161,0.379671783,-1.818010165,0.069062579,0.328175398
"	B930095G15Rik",46.27779986,0.740139317,0.407164927,1.817787506,0.069096617,0.328188243
"	Abcc4",338.4096113,0.468694562,0.258010724,1.816570081,0.069282968,0.328548727
"	E4f1",78.44115655,0.759267701,0.417852944,1.817069168,0.069206523,0.328548727
"	Sep15",16142.41829,-0.599072456,0.329779229,-1.816586381,0.06928047,0.328548727
"	Snx10",1938.916212,-0.334243223,0.183981581,-1.816721116,0.069259827,0.328548727
"	Rpl38",3736.338218,-0.394158579,0.217059261,-1.81590307,0.069385242,0.328902635
"	Nol10",115.5277919,-0.530958028,0.292430049,-1.815675339,0.069420189,0.32893724
"	Prss36",28.59439101,-0.984380596,0.542268071,-1.815302519,0.069477432,0.329077423
"	Ikbkap",209.7356509,-0.499923312,0.27542482,-1.815098991,0.069508698,0.329094505
"	Acaa2",993.2011976,-0.388504257,0.214115854,-1.814458153,0.06960722,0.329168005
"	Bag1",2847.371974,0.35116044,0.193499673,1.814785708,0.069556848,0.329168005
"	Sun1",741.5177167,-0.341139302,0.187995104,-1.814618018,0.069582632,0.329168005
"	Bbs4",104.3263601,-0.657829385,0.362735917,-1.813521501,0.069751426,0.329636788
"	Tcf4",91.28923831,-0.65926628,0.36355256,-1.813400185,0.069770121,0.329636788
"	Wdr61",6167.397385,-0.48590265,0.267969688,-1.813274682,0.069789466,0.329636788
"	Mbd5",72.45163534,0.709104322,0.39125033,1.812405682,0.069923535,0.330138978
"	Noa1",241.9882253,-0.488871309,0.269863929,-1.811547434,0.070056153,0.33050282
"	Zer1",159.4244615,0.564835358,0.311769148,1.81171024,0.070030981,0.33050282
"	Gcc1",152.7103557,0.542327014,0.299479367,1.810899426,0.070156421,0.33084467
"	Cdca4",1184.504384,-0.394741647,0.218024059,-1.810541687,0.070211826,0.330974763
"	Kdelc1",140.4438795,-0.793352322,0.43833758,-1.809911718,0.070309479,0.331245039
"	Sirt1",943.2502244,-0.381240636,0.210651987,-1.809812674,0.070324842,0.331245039
"	Igtp",2017.050095,0.419429239,0.231866728,1.808923781,0.070462845,0.33163249
"	Setd1b",237.6173621,0.677496197,0.374499502,1.809071022,0.07043997,0.33163249
"	Bola3",4560.126016,-0.422547296,0.233616544,-1.808721626,0.070494261,0.331649159
"	Pi4k2b",160.1456222,-0.559784796,0.309592487,-1.808134304,0.0705856,0.331947618
"	Taf1d",1597.683762,-0.404108644,0.223578335,-1.807458867,0.070690763,0.332310823
"	Lman1",706.4762814,-0.289858806,0.160407183,-1.807018861,0.070759339,0.332501821
"	Spsb2",27.53563929,1.175288081,0.650886651,1.805672431,0.070969521,0.333357823
"	Eif2ak2",234.6396633,0.439486632,0.243429621,1.805395047,0.071012886,0.333429879
"	Cd3d",52386.43897,0.401432444,0.222380168,1.805162972,0.071049183,0.333468711
"	Plod2",54.60840332,-0.988130609,0.547504475,-1.804790013,0.071107548,0.333611042
"	R3hdm4",493.223231,0.366603468,0.203175251,1.80437069,0.071173215,0.333787509
"	1700029J07Rik",9.862188922,-1.164573539,0.645589517,-1.803891649,0.071248294,0.333961629
"	Zfp217",296.2582299,0.599944844,0.332605018,1.803775681,0.07126648,0.333961629
"	Mtmr2",432.131611,-0.349636708,0.193882874,-1.803339828,0.071334861,0.334150465
"	Pold2",233.3606325,-0.407633801,0.226111947,-1.802796387,0.071420198,0.334418541
"	Trak1",202.7869719,-0.451786173,0.250680133,-1.802241637,0.071507396,0.334695123
"	Tnfrsf18",1862.409008,0.583358323,0.323765207,1.801794359,0.071577766,0.334892747
"	Immt",919.812291,-0.295511589,0.164036073,-1.801503683,0.071623527,0.334975129
"	Ssr4",4440.856285,-0.441877738,0.245344445,-1.801050513,0.071694919,0.335177266
"	Lyrm1",835.001322,-0.690117022,0.38321468,-1.800862693,0.071724524,0.335180676
"	Snord35b",13.01524123,1.308911517,0.726895026,1.800688505,0.07175199,0.335180676
"	Aamdc",940.4756266,0.343142285,0.190594646,1.800377357,0.071801074,0.335237073
"	Ola1",1511.522337,-0.360424778,0.200207648,-1.800254796,0.071820415,0.335237073
"	Htatip2",1177.838098,0.310790671,0.172672031,1.79989005,0.071878001,0.335374297
"	Phlpp1",137.470751,-0.612601598,0.34042981,-1.799494579,0.071940481,0.335534237
"	Ptpn9",276.2022278,-0.402651436,0.223861156,-1.798665934,0.072071541,0.335882174
"	Rbm7",5514.139356,-0.470730942,0.261700844,-1.798736811,0.072060323,0.335882174
"	Tbc1d19",91.87748203,-0.779796877,0.433633961,-1.798283685,0.072132064,0.335901094
"	Tnf",80.96449808,0.681248719,0.37880002,1.798438974,0.072107471,0.335901094
"	Nmd3",3501.324859,-0.391779224,0.217968538,-1.797411811,0.072270267,0.336018616
"	Tcea1",1175.762124,-0.617338763,0.343438605,-1.797522917,0.072252643,0.336018616
"	Vps16",345.393714,0.500018033,0.278180867,1.797456591,0.072263164,0.336018616
"	Zfp189",66.8740767,0.846604499,0.470912599,1.797795389,0.072209438,0.336018616
"	Myo5a",471.8808644,-0.549189792,0.30560065,-1.797083193,0.072322414,0.336126701
"	Strn",893.2949096,-0.361493298,0.201175035,-1.79690933,0.072350015,0.336126701
"	Rad1",975.9285768,-0.648449065,0.360933201,-1.796590238,0.072400695,0.336230864
"	Oasl1",51.79765241,0.802268598,0.446729257,1.795872076,0.072514864,0.336629675
"	Ccr5",1306.033913,0.460275656,0.25635081,1.795491328,0.072575453,0.33677954
"	Arl6",165.3031744,-0.83041598,0.462810748,-1.794288451,0.07276714,0.33740586
"	Armcx2",122.7422684,0.701384743,0.390874856,1.794397188,0.072749795,0.33740586
"	Fam149b",2397.618233,0.379042408,0.2112905,1.793939662,0.0728228,0.337532401
"	Prmt7",208.3036716,-0.497231655,0.277292505,-1.793166591,0.07294629,0.337841559
"	Rgs3",253.1277738,0.369921747,0.206286305,1.793244328,0.072933865,0.337841559
"	B230219D22Rik",1347.162212,0.393361738,0.219441353,1.792559756,0.073043346,0.337896475
"	Rpl32",8747.209206,-0.290113419,0.16182706,-1.792737371,0.073014928,0.337896475
"	Tmem208",3123.363972,-0.405880765,0.226407864,-1.792697291,0.07302134,0.337896475
"	Smim8",2618.437354,0.384412065,0.214475942,1.792331863,0.073079822,0.337933822
"	Tonsl",11681.63243,0.552982866,0.308568833,1.792089176,0.073118683,0.337982162
"	Asl",162.3206828,0.591075232,0.330202645,1.790037846,0.073447827,0.33801766
"	Cs",2419.403266,-0.290159502,0.162138045,-1.78958308,0.073520961,0.33801766
"	Eif2s1",10727.71159,-0.569702091,0.318202055,-1.790378417,0.073393098,0.33801766
"	Marveld2",105.4936226,-0.724685571,0.404849526,-1.790012153,0.073451958,0.33801766
"	Med27",630.5844739,-0.747826563,0.417946448,-1.789287999,0.073568446,0.33801766
"	Mipep",110.7784409,-0.576697186,0.321979954,-1.791096555,0.073277802,0.33801766
"	Mum1",160.6366966,0.474415949,0.264862642,1.791177293,0.073264849,0.33801766
"	Pnpt1",1068.245441,-0.32846348,0.183420069,-1.790771762,0.073329928,0.33801766
"	Ppih",1178.802907,-0.327704935,0.1829987,-1.79075007,0.073333411,0.33801766
"	Psmd1",1326.973479,-0.389611032,0.21766055,-1.789993784,0.073454911,0.33801766
"	Ptges2",126.1483509,-0.552821066,0.30869705,-1.790820698,0.073322073,0.33801766
"	Rab11fip2",121.9217111,0.521779226,0.291323234,1.791066297,0.073282657,0.33801766
"	Sesn2",19.46634648,-1.009786652,0.564375535,-1.789210532,0.073580916,0.33801766
"	Syk",24.37805473,-1.189239801,0.664549075,-1.789543987,0.07352725,0.33801766
"	Tmem167",15787.47867,-0.345338097,0.192744762,-1.791686027,0.073183274,0.33801766
"	Tpgs2",1756.525223,-0.699619658,0.390977125,-1.789413275,0.073548283,0.33801766
"	Med6",1273.749695,-0.463162681,0.258936,-1.788714899,0.073660742,0.338253767
"	Pxk",442.4496841,0.435993446,0.243909137,1.787524042,0.07385283,0.339005004
"	Akap1",79.48808295,-0.711507363,0.398245708,-1.786603973,0.074001519,0.339452447
"	Arrdc3",178.965548,0.488738007,0.273615248,1.786223576,0.074063065,0.339452447
"	Bcl2l13",451.9240306,-0.365468839,0.204665724,-1.785686591,0.074150018,0.339452447
"	Coq5",214.9919767,-0.463713314,0.259669195,-1.785784852,0.0741341,0.339452447
"	Egln2",108.9406003,0.611501894,0.342311187,1.786391791,0.074035844,0.339452447
"	Fam117b",917.335046,-0.238491295,0.133534451,-1.785990754,0.074100755,0.339452447
"	Polg",97.86087506,0.571636376,0.320033038,1.786179264,0.074070237,0.339452447
"	Cd81",122.2014246,0.674067269,0.377556543,1.785341248,0.074205982,0.339577991
"	Ndufa1",18432.361,0.2618571,0.14673969,1.784500841,0.074342318,0.340071089
"	Arpc5l",7170.593698,0.353668045,0.19826723,1.783794755,0.074457022,0.340464892
"	St7",171.5507904,-0.526251055,0.295102233,-1.78328388,0.074540104,0.340713853
"	Akap12",137.0137955,0.537544084,0.301541238,1.782655295,0.074642433,0.340878146
"	Ddx23",26.22788316,-1.108264318,0.62198018,-1.781832211,0.074776598,0.340878146
"	Hlcs",139.9498359,-0.658585003,0.369560252,-1.78207748,0.074736598,0.340878146
"	N4bp1",572.9234806,-0.413491693,0.232054283,-1.781874856,0.074769642,0.340878146
"	Naf1",340.3756072,-0.713158059,0.400120095,-1.782360018,0.074690541,0.340878146
"	Nrros",933.8890417,-0.505315487,0.283565053,-1.782009039,0.074747758,0.340878146
"	Rin3",188.3818709,0.448040388,0.251328787,1.782686308,0.074637381,0.340878146
"	Fkbp11",83.15596503,0.685426914,0.384963534,1.78049829,0.074994449,0.341671751
"	Zfp418",24.00327872,-0.901000961,0.506062418,-1.780414685,0.07500812,0.341671751
"	Commd3",7653.775216,-0.521934257,0.293216809,-1.780028429,0.075071308,0.341828713
"	Nipal3",444.0280544,0.45721383,0.256893987,1.779776297,0.075112578,0.34188579
"	Madd",428.443252,0.386921806,0.217490567,1.779027994,0.075235173,0.342057086
"	Piezo1",8.324589199,1.3254413,0.745025626,1.779054645,0.075230804,0.342057086
"	Spats1",9.253294788,-1.177889087,0.662099915,-1.779020144,0.075236459,0.342057086
"	Scap",280.2587297,-0.447004716,0.25131959,-1.77863061,0.075300342,0.342216758
"	mt-Atp6",14.79508573,1.14087595,0.641567298,1.778263878,0.075360526,0.342359503
"	Eomes",756.047873,0.5751962,0.323571329,1.777648849,0.075461546,0.34242619
"	Sgf29",392.6279215,-0.728008236,0.409477602,-1.777895133,0.07542108,0.34242619
"	Zfp329",344.6110937,0.400883103,0.225506292,1.777702514,0.075452727,0.34242619
"	Akt2",313.8910735,-0.360831092,0.20311602,-1.776477763,0.075654204,0.342504921
"	Ap5m1",782.8766987,-0.464831891,0.261660093,-1.776472238,0.075655114,0.342504921
"	Cdc26",2237.375976,-0.287706998,0.161889122,-1.777185485,0.075537727,0.342504921
"	Cyba",8807.851985,0.697957259,0.393018255,1.775890179,0.07575102,0.342504921
"	Cyp4v3",120.8779146,0.608292126,0.34239119,1.776599819,0.075634105,0.342504921
"	Mydgf",1150.272122,-0.435780469,0.245374417,-1.775981681,0.075735937,0.342504921
"	Ppcs",915.6291689,0.450213195,0.253424271,1.776519643,0.075647307,0.342504921
"	Snx4",1987.613947,0.243419818,0.137052695,1.776103844,0.075715803,0.342504921
"	Traf7",565.2746993,-0.502364396,0.282826145,-1.7762304,0.075694949,0.342504921
"	Zfp568",96.74347376,-0.62062565,0.349491782,-1.775794689,0.075766763,0.342504921
"	Rrnad1",123.2813019,-0.528171645,0.297518509,-1.775256429,0.075855556,0.342776076
"	Daxx",372.2403868,0.455965794,0.256887578,1.774962409,0.075904094,0.342865191
"	Zdhhc3",486.2407221,-0.509303273,0.286983823,-1.774675899,0.075951417,0.342948751
"	Myo7a",23.49755642,-1.017916713,0.573673975,-1.774381891,0.076000003,0.343037951
"	Max",618.3596662,0.334598619,0.188684292,1.773325249,0.076174828,0.343696662
"	Chd8",255.9628364,0.445786705,0.251417259,1.773095082,0.076212953,0.343738329
"	Hibch",685.2602758,-0.291399427,0.164387603,-1.772636261,0.076288999,0.343950932
"	Clgn",7.533370155,-1.249993801,0.705304395,-1.772275646,0.076348812,0.344090214
"	Grhl1",28.54581414,0.877674319,0.495353666,1.771813511,0.076425519,0.3443055
"	Itm2a",1193.825334,-0.556822596,0.314382633,-1.771162075,0.076533754,0.344414699
"	Megf9",72.07570937,-0.720258486,0.406702618,-1.770970863,0.076565547,0.344414699
"	Nup160",710.3153718,-0.417864991,0.235911692,-1.77127716,0.076514624,0.344414699
"	Rcor1",923.3178289,0.437037747,0.246771752,1.771020158,0.07655735,0.344414699
"	Ssbp2",91.27454329,0.803401305,0.45383894,1.7702344,0.076688101,0.344705336
"	Tln1",632.9054617,0.389545346,0.22004795,1.770274827,0.076681369,0.344705336
"	Fam129b",28.668586,-1.022473304,0.577664493,-1.77001238,0.076725078,0.344741308
"	Parp11",329.7201216,0.45552868,0.257460987,1.769311482,0.076841908,0.34513591
"	2810402E24Rik",90.45886349,0.560800325,0.317083941,1.76861787,0.076957667,0.345445056
"	Uqcc1",224.8045358,-0.458962393,0.25951321,-1.768551174,0.076968805,0.345445056
"	Ruvbl1",403.3829506,-0.357728347,0.202377734,-1.767627006,0.07712328,0.346007839
"	Ppp1r9b",158.5047063,0.516096069,0.292031851,1.767259519,0.077184776,0.34615321
"	BC028528",24.05716766,-0.942589006,0.533487712,-1.766842955,0.077254533,0.346335505
"	Acvr1b",18.17590891,1.159579242,0.656901701,1.765224906,0.077525974,0.347421485
"	Hlf",11.9325959,-1.051066348,0.595633023,-1.764620676,0.077627538,0.347483991
"	Med29",748.0918067,-0.591804732,0.335364031,-1.764663703,0.077620302,0.347483991
"	Slc26a11",107.3435446,0.759470024,0.430357733,1.764741205,0.07760727,0.347483991
"	Sipa1l2",14.58646528,1.236162688,0.700803918,1.763920916,0.077745295,0.347880225
"	Fndc9",10.01529378,-1.28639786,0.729428644,-1.763569158,0.077804544,0.348014461
"	4930481A15Rik",189.7254084,-0.627007877,0.355714492,-1.762671723,0.077955873,0.348527061
"	9630013D21Rik",20.47863095,1.186066741,0.672952241,1.762482786,0.077987762,0.348527061
"	Unc79",7.874168088,-1.312344611,0.744648161,-1.7623687,0.078007023,0.348527061
"	Hps5",272.0867471,0.462552261,0.262554391,1.761738811,0.078113437,0.348794316
"	Srp9",5775.334396,0.241723227,0.137212731,1.761667626,0.078125471,0.348794316
"	Ccnd3",819.2468693,-0.729379809,0.414088832,-1.761409032,0.078169197,0.348858631
"	Dhx40",690.5646338,0.336720865,0.191185687,1.761224233,0.078200458,0.348867285
"	Cd69",3086.677908,0.480836977,0.273355412,1.759017587,0.078574521,0.349189585
"	Dgkg",7.907577385,1.282093765,0.728719093,1.759379955,0.078512994,0.349189585
"	Dph7",398.7045754,-0.515538153,0.293057011,-1.759173587,0.078548029,0.349189585
"	Gas7",28.78988021,1.04716535,0.595352758,1.758898965,0.078594671,0.349189585
"	Gm16372",27.61128869,1.008961347,0.573261919,1.760035533,0.078401782,0.349189585
"	Gtf2h2",1610.228967,-0.460065035,0.261320449,-1.760539742,0.078316335,0.349189585
