gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"	A230072E10Rik",7.493365017,1.702874323,0.714492309,2.383334713,0.017156587,0.426840477
"	Eef1e1",2491.947542,-0.405705807,0.170225618,-2.383341667,0.017156263,0.426840477
"	Trbv2",52.32180872,-1.790303928,0.751721051,-2.381606748,0.017237294,0.427372152
"	Xlr4b",1719.98765,-0.411622835,0.172802049,-2.382048352,0.017216637,0.427372152
"	Cd5l",14.52932743,1.78740665,0.752055806,2.376694171,0.017468565,0.43195503
"	Lef1",1413.145389,0.511640715,0.215327476,2.376105105,0.017496478,0.43195503
"	Tyk2",340.0444771,0.586601642,0.246909503,2.375775885,0.017512096,0.43195503
"	Acvr1b",18.17590891,1.597895386,0.673155339,2.373739453,0.017608971,0.432862166
"	Aig1",336.146869,0.624778811,0.263141148,2.374310581,0.017581755,0.432862166
"	Dph6",430.4433464,-0.576000951,0.242790868,-2.37241605,0.017672179,0.432875419
"	Rpain",1070.832987,-0.503554954,0.212305444,-2.371841924,0.017699661,0.432875419
"	Shkbp1",141.2062025,0.597404068,0.251868645,2.371887413,0.017697482,0.432875419
"	Alms1",33.36549259,1.283497705,0.541516501,2.370191309,0.017778883,0.434075955
"	Ccdc141",43.3194584,1.341696032,0.566880796,2.366804521,0.017942407,0.437327191
"	Xlr4a",1670.788504,-0.420022509,0.177634867,-2.364527393,0.018053092,0.439281745
"	Lsm7",2140.36994,-0.415942947,0.176036845,-2.362817555,0.018136596,0.440569414
"	Pdss2",51.05214587,-1.017054173,0.430602096,-2.361935028,0.018179828,0.440876134
"	Rtkn2",16.38912482,1.485614134,0.62951431,2.359937036,0.018278037,0.442512814
"	Uqcc3",1579.78864,-0.390763473,0.165750047,-2.35754668,0.018396142,0.444624881
"	Copg2",229.1467539,0.570119882,0.241917321,2.356672433,0.018439504,0.444926402
"	Aldh1a3",3.161737465,1.736639182,0.738728204,2.350849978,0.018730584,0.446712024
"	Fam83d",119.1360189,1.152766654,0.490258906,2.351342606,0.018705802,0.446712024
"	Galc",35.59244655,1.066950832,0.453333416,2.353567585,0.018594227,0.446712024
"	Jun",74.09725568,0.985543454,0.419186696,2.351084766,0.018718769,0.446712024
"	Serpinb6b",7102.129989,0.450416055,0.191554685,2.351370603,0.018704394,0.446712024
"	Trim36",38.68689595,-0.930381091,0.395615604,-2.351730018,0.018686332,0.446712024
"	Zfp938",562.3535875,0.494264146,0.210071092,2.352842274,0.018630535,0.446712024
"	Hcls1",433.3565577,0.564907584,0.240563495,2.348268109,0.018860939,0.449077409
"	Gm28933",664.670601,0.469856172,0.200431314,2.344225371,0.019066646,0.452479474
"	Idh3a",4238.953996,-0.529929709,0.226052254,-2.344279693,0.019063869,0.452479474
"	Gm10717",78.57275869,1.345638065,0.574299747,2.343093608,0.019124584,0.453107952
"	Crb1",2.986215143,1.722263014,0.735361128,2.342064257,0.019177413,0.453613518
"	Hsd17b14",8.078506948,1.582639108,0.676838074,2.338283214,0.019372561,0.457478269
"	Mrps25",1231.001448,-0.486070292,0.208038392,-2.336445152,0.019468053,0.458230889
"	Sike1",4264.118289,-0.374334,0.160203161,-2.336620568,0.019458922,0.458230889
"	Vipr1",34.76384401,-1.45305664,0.622076848,-2.335815333,0.019500868,0.458254495
"	Rmdn1",610.0365985,-0.67770625,0.290301389,-2.334491929,0.019569978,0.459129537
"	6330416G13Rik",177.2088988,0.524546227,0.225021883,2.331089845,0.019748623,0.460864137
"	Adh5",2334.426936,-0.405582795,0.174422097,-2.325294798,0.020056202,0.460864137
"	Atrnl1",20.82488181,1.539052754,0.662406446,2.323426596,0.020156247,0.460864137
"	Cltb",168.7446811,0.632054532,0.271674507,2.326513953,0.019991149,0.460864137
"	Fgl2",664.9487841,0.600473099,0.257981845,2.327578899,0.019934475,0.460864137
"	Gm11998",159.4023414,0.58075004,0.2498414,2.324474808,0.02010006,0.460864137
"	Gm19705",157.2526012,0.745419138,0.320126012,2.328517862,0.019884622,0.460864137
"	Gm43684",8.44413833,1.727215646,0.742234355,2.327048909,0.019962662,0.460864137
"	Gpr153",3.011123421,1.736706959,0.744874818,2.331542048,0.019724796,0.460864137
"	H2afj",1215.766993,-0.530894875,0.228421304,-2.3241916,0.020115227,0.460864137
"	Ift20",2207.238114,-0.293764325,0.126250609,-2.326834908,0.019974054,0.460864137
"	Lrp4",4.754677146,1.737701789,0.747752183,2.323900656,0.020130819,0.460864137
"	Nuak2",9.328993717,1.690322928,0.725311851,2.330477471,0.019780929,0.460864137
"	S100a10",41785.39206,-0.400203431,0.171722582,-2.330523026,0.019778524,0.460864137
"	Stx11",709.9238585,0.611918523,0.263150014,2.325360023,0.020052717,0.460864137
"	Tmem2",315.6045919,0.684297692,0.294595398,2.322839043,0.020187801,0.460864137
"	Ttll9",16.12862436,1.621595859,0.697305555,2.325516911,0.020044337,0.460864137
"	Sh3bp5",101.2331059,-0.940064406,0.404967135,-2.321335053,0.020268768,0.46198038
"	Tespa1",920.5354344,-0.743709819,0.320796165,-2.318325159,0.020431656,0.464957355
"	Sgms1",410.5364038,-0.632832568,0.273173958,-2.316591862,0.020525975,0.46636699
"	Hist1h1c",159.8183159,0.605281495,0.261407479,2.315471225,0.020587158,0.467020479
"	Hdac3",623.8850042,0.371855103,0.160938427,2.310542662,0.020858129,0.471940537
"	Itgae",82.97221388,-0.795590665,0.344449712,-2.309744025,0.02090233,0.471940537
"	Skap2",337.8268176,0.51791181,0.224179308,2.310256977,0.020873931,0.471940537
"	St6gal1",78.78888244,1.335684608,0.578473963,2.308979649,0.020944711,0.472157365
"	1700026L06Rik",53.25833945,-1.12239419,0.486576423,-2.306717174,0.021070592,0.474252939
"	Mphosph9",341.340467,0.495242052,0.21475794,2.306047694,0.021107968,0.474352998
"	4930415F15Rik",27.65577726,1.332123792,0.578124266,2.304217054,0.021210462,0.475173732
"	Msto1",51.36614885,-0.972922442,0.422194864,-2.304439315,0.021197995,0.475173732
"	Ppp1r9a",4.440195726,1.72357054,0.748204545,2.303608753,0.021244616,0.475199836
"	Snx14",574.0768083,0.439224353,0.190925493,2.300501347,0.021419833,0.478376271
"	AI854703",35.5649606,1.048912417,0.457499585,2.292706815,0.02186489,0.482568627
"	Clec4a2",16.29965964,1.490963664,0.649938897,2.294005897,0.02179016,0.482568627
"	Fbxo44",21.80493591,-1.397868971,0.609872215,-2.292068626,0.021901683,0.482568627
"	Prf1",838.1433595,-0.533461721,0.232755439,-2.291940945,0.021909051,0.482568627
"	Rsg1",7.359148738,-1.667853846,0.727018345,-2.294101461,0.021784671,0.482568627
"	Tln2",6.066487392,1.698156345,0.740627755,2.292860798,0.02185602,0.482568627
"	Vcam1",29.12322766,1.655765289,0.721458007,2.295026561,0.021731602,0.482568627
"	Zfp442",20.12493549,1.404921388,0.612269161,2.294614,0.021755255,0.482568627
"	Zik1",125.7331438,1.168075055,0.509574032,2.29225781,0.021890771,0.482568627
"	Pipox",8.838360234,1.694839326,0.739771716,2.291030178,0.021961668,0.482989057
"	Dlgap5",439.63457,0.428899785,0.187480197,2.287707144,0.022154581,0.484813635
"	Gtf2f2",698.673085,-0.348204658,0.152223244,-2.287460499,0.022168959,0.484813635
"	Nek7",2784.910737,0.311138277,0.135933587,2.288899191,0.02208521,0.484813635
"	Sestd1",62.70929365,1.339466027,0.585614236,2.287283924,0.022179256,0.484813635
"	Arl4d",197.1408388,-0.69188819,0.30330506,-2.281162705,0.022538821,0.49097975
"	Lysmd2",1014.687899,0.699036272,0.306537816,2.280424257,0.022582538,0.49097975
"	Tmem141",68.84294995,0.957887524,0.419903308,2.28120976,0.022536038,0.49097975
"	Trio",15.41267268,1.467942169,0.643786624,2.280168791,0.02259768,0.49097975
"	Mapk3",238.1167903,0.54996492,0.241672276,2.275664087,0.022866122,0.496063996
"	Usp9x",235.1595173,0.701753542,0.30868338,2.273376502,0.023003501,0.498293881
"	Pyhin1",6021.5447,-0.434228874,0.191179456,-2.271315559,0.023127882,0.500235947
"	Klk1b11",33.47162885,1.629176213,0.717681238,2.270055461,0.023204218,0.500384377
"	Phf11b",4704.795113,-0.485998101,0.214056485,-2.270419888,0.023182119,0.500384377
"	Gm44000",2.631024263,1.637710582,0.72217173,2.267757812,0.023343972,0.502645617
"	Zfp839",86.16146993,-0.659324906,0.291122263,-2.264769789,0.02352681,0.505826421
"	Csmd3",5.587159349,1.681190598,0.742929108,2.262921965,0.0236405,0.506032215
"	Gm26870",11.05311849,1.587226478,0.701437437,2.262819739,0.023646804,0.506032215
"	Mgst2",3057.415163,0.577958331,0.255556456,2.261568109,0.0237241,0.506032215
"	Smim11",2206.485736,-0.35870348,0.158634442,-2.261195467,0.023747156,0.506032215
"	Tsga10",223.2634774,0.723943137,0.320152462,2.261244945,0.023744093,0.506032215
"	Zfp534",5.00968325,1.687580199,0.746151555,2.261712367,0.02371518,0.506032215
"	Pi4k2b",160.1456222,0.76751678,0.339768572,2.25893989,0.023887124,0.508262961
"	Tcrg-V4",16.36881165,-1.59012115,0.704837482,-2.256011052,0.024069939,0.51139745
"	1190002N15Rik",626.1246752,-0.574889978,0.255265305,-2.252127359,0.024314225,0.511454706
"	4930524O07Rik",9.847966203,1.57395631,0.699412058,2.250399164,0.024423618,0.511454706
"	Ccdc82",1689.861554,-0.55913635,0.248681203,-2.248406161,0.024550303,0.511454706
"	Cd200r1",149.2745714,0.858749241,0.381211742,2.252683082,0.024279138,0.511454706
"	Cldn12",24.38273568,1.25729477,0.557722202,2.254338746,0.024174866,0.511454706
"	Ctu2",101.0739255,-0.696349034,0.309637354,-2.248918049,0.02451771,0.511454706
"	G0s2",262.317323,-0.678191383,0.300985931,-2.253232834,0.024244472,0.511454706
"	Gfi1",275.524371,0.729486817,0.324490139,2.24810165,0.024569709,0.511454706
"	Gfra2",3.526870601,1.670514481,0.742685378,2.249289578,0.024494078,0.511454706
"	Gm13427",2.610235956,1.679509327,0.746339174,2.250329858,0.024428014,0.511454706
"	Gm16618",10.24454284,1.515492418,0.673345409,2.250690951,0.024405118,0.511454706
"	Gm5150",6.828416107,1.686685535,0.748348172,2.253878072,0.02420384,0.511454706
"	Oard1",2511.295915,-0.468949262,0.208058758,-2.253927049,0.024200758,0.511454706
"	Skp1a",7921.939314,-0.498686662,0.221799631,-2.248365612,0.024552886,0.511454706
"	Marcksl1",206.0164774,1.026373826,0.457287888,2.244480672,0.024801491,0.515534602
"	Srcin1",13.45980311,1.561937021,0.696590086,2.242261342,0.024944487,0.517117887
"	Trim13",253.3869527,-0.82700248,0.368837854,-2.242184396,0.024949457,0.517117887
"	Slc36a4",91.09342682,1.096877739,0.489487194,2.240871166,0.025034421,0.518133393
"	Socs2",130.8586001,-0.753552375,0.336412146,-2.2399678,0.025093013,0.518600944
"	Tmem180",7.471377235,1.547073244,0.690862333,2.239336508,0.025134029,0.518704427
"	Bach2",128.5148991,0.857809981,0.383576292,2.236347759,0.025329,0.521946252
"	Map3k1",3866.612216,0.675740126,0.302308438,2.235267168,0.025399814,0.521946252
"	Rbm47",187.3280371,0.778813555,0.34838319,2.235508417,0.02538399,0.521946252
"	Gm19585",15063.64133,0.29194829,0.130726204,2.233280566,0.025530448,0.523883344
"	Cct6b",40.91074438,0.959437565,0.429901557,2.231761082,0.025630758,0.52519355
"	Ccl2",3.674043549,1.672681592,0.750069105,2.230036647,0.02574501,0.52593946
"	Gramd3",5106.429903,-0.462211885,0.207310843,-2.229559626,0.025776693,0.52593946
"	Igtp",2017.050095,0.513756,0.230373158,2.230103562,0.025740568,0.52593946
"	Etv5",25.39700631,1.197773917,0.537661701,2.227746398,0.025897431,0.52765558
"	Sec11a",10887.32484,-0.494867851,0.222269137,-2.226435293,0.025985039,0.528692772
"	5031425E22Rik",512.0705118,-0.359837798,0.161704231,-2.225283751,0.026062196,0.528768911
"	Itih5",119.6401078,0.693494875,0.311635807,2.225337585,0.026058584,0.528768911
"	Pnpla8",402.7553933,0.468123383,0.210433383,2.224568062,0.026110249,0.528998779
"	Cenpv",626.7827963,0.717846744,0.323017431,2.222315813,0.02626197,0.529837088
"	Itgal",9134.86551,0.285536634,0.128444046,2.223042973,0.026212902,0.529837088
"	Spats1",9.253294788,1.543178239,0.6943896,2.222352176,0.026259515,0.529837088
"	Nipal3",444.0280544,0.528648435,0.237987142,2.22133192,0.026328488,0.530436189
"	Fpr1",7.95816349,1.658087453,0.74700297,2.219653094,0.026442325,0.531985607
"	5430427O19Rik",1509.504349,-0.524218165,0.236313573,-2.218315933,0.026533299,0.533071361
"	Atp8b4",2861.79485,-0.582917769,0.262975276,-2.216625755,0.026648676,0.53390011
"	Gm43775",132.1360888,-0.617302879,0.278465633,-2.216800949,0.026636697,0.53390011
"	Gm16386",24.43829739,1.35553574,0.612428706,2.21337721,0.02687165,0.537619619
"	Zcchc4",158.2731827,0.510939441,0.231107169,2.210833372,0.027047378,0.540384853
"	Cep128",128.5980745,1.010462618,0.45748778,2.208720455,0.027194091,0.541813109
"	Dmbx1",3.214500552,1.625461725,0.735767425,2.209205885,0.027160324,0.541813109
"	Trav3-3",30.46247024,1.48220413,0.67158502,2.207023809,0.027312396,0.542736125
"	Vmac",79.86981434,0.936773641,0.424460373,2.206975491,0.027315772,0.542736125
"	Ank3",21.35995338,1.257012025,0.569974892,2.205381401,0.027427342,0.54420229
"	Atp8b1",4.042221845,1.649038432,0.747958889,2.204718007,0.027473889,0.544376021
"	2900076A07Rik",182.1250906,-0.57342035,0.261370339,-2.193899859,0.02824261,0.547594968
"	4930453N24Rik",2800.402444,-0.485283589,0.220767926,-2.198161649,0.027937589,0.547594968
"	A430046D13Rik",257.6606784,-0.590687625,0.269266908,-2.193688152,0.028257836,0.547594968
"	Alk",3.362451263,1.631093126,0.741022052,2.201139793,0.027726129,0.547594968
"	Anxa5",2459.138899,-0.806038501,0.367669748,-2.192289426,0.028358615,0.547594968
"	Cntf",37.44215888,-1.039320132,0.47286015,-2.197944002,0.027953097,0.547594968
"	Cxcr6",24722.76087,-1.109673988,0.504399578,-2.199989922,0.02780761,0.547594968
"	Cyp2u1",4.934786688,1.619441401,0.736661642,2.198351738,0.02792405,0.547594968
"	Fancb",246.5434956,-0.769889411,0.35086195,-2.19428015,0.028215276,0.547594968
"	Ftx",112.787037,-0.675030476,0.307690881,-2.193859218,0.028245532,0.547594968
"	Gm11454",39.83540903,1.40817786,0.640905129,2.197170529,0.02800827,0.547594968
"	Gm2044",4.229666186,-1.643150898,0.747501589,-2.198190509,0.027935533,0.547594968
"	Gm29125",16.33583278,1.477924851,0.674047947,2.192610862,0.028335428,0.547594968
"	Gm37569",3.023695249,-1.640715164,0.748218019,-2.192830327,0.028319606,0.547594968
"	Igflr1",338.264288,-0.766931864,0.34935297,-2.195292241,0.028142641,0.547594968
"	Pvt1",250.665895,-0.580266353,0.264400948,-2.19464551,0.028189036,0.547594968
"	Tex30",3559.597572,-0.350434331,0.159451897,-2.197743255,0.027967407,0.547594968
"	Uri1",739.3736301,0.574059974,0.261602389,2.194398821,0.028206751,0.547594968
"	Zscan12",50.2721707,-0.949106805,0.432644619,-2.193733063,0.028254605,0.547594968
"	Erc1",24.71564008,1.128171325,0.515032282,2.190486623,0.028488964,0.549375535
"	Gm12905",4.344813435,1.618776711,0.739692604,2.188445176,0.028637191,0.550759321
"	Slc12a7",240.0105804,-0.58307411,0.266413216,-2.18860805,0.02862534,0.550759321
"	Msl3l2",48.50383289,1.20136607,0.549375052,2.186786721,0.028758097,0.552347189
"	Hck",4.987209164,1.634894592,0.74808383,2.185443029,0.028856379,0.553496854
"	Med4",902.4673427,-0.416986878,0.190866408,-2.184705435,0.028910451,0.553748847
"	Nmnat2",93.74362801,0.712697063,0.326294263,2.184215734,0.028946399,0.553748847
"	Ugp2",1459.742515,0.387374491,0.177448147,2.183029232,0.029033657,0.554681479
"	Bri3bp",412.797398,0.551472109,0.252759013,2.181809869,0.029123568,0.555662247
"	Dst",21.20606822,1.439930187,0.66034575,2.180570084,0.02921523,0.555938422
"	Ubxn11",322.7781723,0.682337353,0.312897487,2.180705762,0.029205187,0.555938422
"	1700066M21Rik",270.477663,-0.594723278,0.273028109,-2.178249263,0.029387484,0.556651288
"	Gm15675",11.80097874,-1.530043041,0.703945509,-2.173524828,0.029740839,0.556651288
"	Gm5544",4.971653845,1.629050535,0.749552985,2.173362747,0.029753026,0.556651288
"	Hist1h2bk",14.30540715,1.364150352,0.627391921,2.174319284,0.029681165,0.556651288
"	Il1rn",6.047957375,1.621834617,0.745432814,2.175695229,0.029578057,0.556651288
"	Mfsd2a",44.10486295,-1.228401667,0.564159849,-2.17740002,0.029450734,0.556651288
"	Mitd1",3804.895827,-0.462253534,0.212237825,-2.17799789,0.029406194,0.556651288
"	Myh11",4.286534655,1.618808785,0.744324006,2.174871121,0.029639776,0.556651288
"	Neu1",346.1394223,0.628353767,0.288887136,2.175083932,0.029623827,0.556651288
"	Npl",6.798830052,1.58665686,0.729244471,2.175754391,0.029573631,0.556651288
"	Pilrb1",5.002640668,1.608837643,0.7401015,2.17380676,0.029719651,0.556651288
"	Plxnd1",15.29164694,1.457006646,0.670401057,2.173335842,0.02975505,0.556651288
"	Tnfsf8",525.7955321,0.753562856,0.345804775,2.179156887,0.029320015,0.556651288
"	Ddit4",25.353862,1.222183582,0.562711707,2.171953357,0.029859181,0.557152211
"	Meg3",5.66754951,1.630096928,0.750353417,2.172438868,0.029822576,0.557152211
"	Uchl3",8837.921921,-0.375470251,0.172968937,-2.170738036,0.02995098,0.558142136
"	Ppp2r5c",4324.95213,0.416884431,0.192194329,2.169077694,0.030076786,0.558319717
"	Slc16a6",280.0957434,0.446093061,0.205570214,2.170027709,0.030004747,0.558319717
"	Tifab",2.75352376,1.579001054,0.727953803,2.169095136,0.030075462,0.558319717
"	Zc3h6",76.07155548,0.820175035,0.37842558,2.16733508,0.030209314,0.560058122
"	Crnde",12.77278362,1.44301091,0.666303344,2.165696634,0.030334376,0.560932852
"	Lyar",1052.811988,-0.42168726,0.19466959,-2.166169147,0.030298264,0.560932852
"	Fam217a",3.829513035,1.593375098,0.736044275,2.164781593,0.030404415,0.561507179
"	Trav4-4-dv10",3.379908067,1.624540929,0.750640357,2.164206751,0.030448485,0.561601065
"	Narf",302.1025423,-0.493628111,0.22816382,-2.16348109,0.030504197,0.561909146
"	Pilrb2",7.066122763,1.622708088,0.75034167,2.162625576,0.030569989,0.562401913
"	Mtss1",63.53668283,-1.183270175,0.54833681,-2.157925846,0.030933598,0.567124827
"	Phf19",76.73375968,-0.874934038,0.40544363,-2.157967157,0.030930385,0.567124827
"	Serpini1",568.7470749,-0.673525838,0.3121381,-2.157781566,0.030944819,0.567124827
"	Fgd6",30.54798097,-1.284307876,0.595578602,-2.156403658,0.031052159,0.567464186
"	Gda",3.101640656,1.598892342,0.741591806,2.15602752,0.031081516,0.567464186
"	Gm27194",33.88413467,1.099596228,0.509923306,2.156395315,0.03105281,0.567464186
"	Brd9",1031.331075,-0.331144736,0.153937961,-2.15115709,0.031463803,0.572991248
"	Cfl2",434.1690638,0.457336167,0.212571426,2.151447049,0.031440931,0.572991248
"	Tyrobp",208.3372128,1.141051716,0.530563943,2.15063939,0.031504674,0.573011143
"	B430212C06Rik",21.82874655,1.330540397,0.619055735,2.149306311,0.031610127,0.573716967
"	Rasa4",21.12355529,1.087340009,0.505941417,2.149142119,0.031623136,0.573716967
"	Banp",118.7332449,-0.715600013,0.333369041,-2.14657009,0.031827523,0.574530667
"	Cdr2",150.5948949,-0.779221726,0.362923924,-2.147066299,0.031788004,0.574530667
"	Setbp1",73.3433347,0.828444728,0.385839522,2.147122525,0.031783528,0.574530667
"	Tcf7l1",4.505080018,1.5945219,0.742608049,2.147191782,0.031778017,0.574530667
"	Pde7a",1079.809634,-0.327219165,0.15255317,-2.144951596,0.031956717,0.576140817
"	Fbxo45",425.8815701,-0.526287402,0.245441265,-2.144249877,0.032012871,0.576431752
"	Stam",348.0434155,0.444323624,0.207383409,2.142522517,0.032151459,0.577934776
"	Wnt3",11.14775145,1.516741355,0.708026443,2.142210041,0.032176584,0.577934776
"	Fam107b",7223.820042,-0.263889785,0.123340628,-2.139520368,0.032393548,0.579307757
"	Gm28875",160.0832362,0.587629436,0.274501091,2.14071803,0.032296784,0.579307757
"	Mast2",69.40203616,0.627937194,0.293412831,2.140114979,0.032345476,0.579307757
"	Nnt",245.6011124,-0.751614274,0.351341636,-2.139269014,0.032413888,0.579307757
"	Gzmc",35.15095996,-1.161657648,0.543630405,-2.136851872,0.032610042,0.582091263
"	Aasdhppt",1823.12135,-0.367320488,0.172113379,-2.134177426,0.03282826,0.582843584
"	Atad2b",45.635024,0.912272303,0.427787159,2.132537838,0.032962657,0.582843584
"	Ccdc92",96.45522587,-0.621434377,0.291104299,-2.134748199,0.032781584,0.582843584
"	Crtc3",120.785458,0.607102307,0.284782102,2.131813419,0.033022188,0.582843584
"	Fam81a",29.98309545,1.190690826,0.558672814,2.131284707,0.033065694,0.582843584
"	Gan",7.773425549,1.459698665,0.685014627,2.130901455,0.033097262,0.582843584
"	Gm12474",4.082990429,1.593274498,0.747349165,2.131901086,0.033014979,0.582843584
"	Gm44037",3.847552143,1.496067685,0.701899555,2.131455525,0.033051633,0.582843584
"	Iglc2",41.65561868,1.184023276,0.555511891,2.131409419,0.033055428,0.582843584
"	Pou2f1",154.0025011,0.717638233,0.336626876,2.131850672,0.033019124,0.582843584
"	Slx4ip",150.5976576,-0.598193576,0.280367175,-2.133607745,0.032874903,0.582843584
"	Zfp882",55.46833886,-0.992488081,0.466184254,-2.128960967,0.03325749,0.584950113
"	Stxbp1",8.114692631,1.576379204,0.740717589,2.128178443,0.033322291,0.585375133
"	Fam50a",461.262311,-0.390568564,0.183754957,-2.12548587,0.033546092,0.588588859
"	Ddb1",965.8415308,0.350813083,0.16510107,2.124838335,0.033600105,0.588819356
"	C230024C17Rik",10.20162769,1.447652101,0.682730291,2.120386513,0.033973463,0.591804883
"	Cacna1h",5.456071079,1.588611904,0.750055606,2.117992173,0.034175731,0.591804883
"	Cct3",1955.046629,-0.37481819,0.176654727,-2.121755788,0.033858251,0.591804883
"	F730311O21Rik",14.25409363,1.273596322,0.600947523,2.119313706,0.034063964,0.591804883
"	Max",618.3596662,0.391142406,0.184766315,2.116957333,0.034263469,0.591804883
"	Mdm4",1335.351203,-0.30331979,0.142950017,-2.121859079,0.033849574,0.591804883
"	Mrpl13",3521.490993,-0.327712776,0.154706959,-2.118280775,0.034151296,0.591804883
"	Mycbp",1038.338882,-0.497666475,0.235057588,-2.11721085,0.034241957,0.591804883
"	Myo19",30.42603613,-0.996920152,0.470227855,-2.120078898,0.033999392,0.591804883
"	Slc48a1",338.6647873,0.581699995,0.274576642,2.118534159,0.034129855,0.591804883
"	Ube2e3",1287.748236,0.441338812,0.208096837,2.120833832,0.033935789,0.591804883
"	Vmn2r84",7.287314296,-1.499888077,0.708231157,-2.11779454,0.034192472,0.591804883
"	Lrmp",595.438352,0.40007001,0.189103239,2.115616914,0.034377402,0.592352246
"	Tagap",406.557506,-0.428347453,0.202448217,-2.115837126,0.034358662,0.592352246
"	Ppm1k",463.2085538,0.446343535,0.211072517,2.114645441,0.034460178,0.593069127
"	Car12",27.31149491,-1.398838682,0.662013651,-2.113005798,0.034600272,0.594769586
"	1110059G10Rik",1182.827842,-0.264985964,0.125451257,-2.112262331,0.034663955,0.595006427
"	5730508B09Rik",696.2520699,-0.617394526,0.292366903,-2.111711412,0.03471121,0.595006427
"	Gramd1a",716.9812547,-0.435440463,0.206233075,-2.111399753,0.034737966,0.595006427
"	Smim10l1",781.9526051,-0.398553185,0.188867656,-2.110224656,0.03483901,0.596028427
"	Pde5a",22.95254103,1.314803955,0.623255065,2.109576047,0.034894889,0.596276253
"	Clec1b",7.779022108,1.584687305,0.751946031,2.107448194,0.035078748,0.596587205
"	Fam129b",28.668586,-1.297806712,0.615401329,-2.108878631,0.034955059,0.596587205
"	Ovca2",84.96462529,0.621122876,0.294611242,2.108279617,0.03500681,0.596587205
"	Xlr4c",978.541316,-0.501781591,0.238074177,-2.107669122,0.03505962,0.596587205
"	6330418K02Rik",26.20508393,-0.97557101,0.463590416,-2.104381317,0.035345198,0.597919432
"	Efhd2",1789.778978,-0.275232137,0.130800368,-2.10421531,0.03535967,0.597919432
"	Igkv1-135",3.676538316,1.537164353,0.730536378,2.104158534,0.03536462,0.597919432
"	Ly6g5b",56.06321306,-1.069284411,0.508088842,-2.104522521,0.035332892,0.597919432
"	Tnfsf13os",3.044649145,1.576956135,0.748833929,2.105882325,0.035214575,0.597919432
"	Tnfrsf13b",667.835473,0.30728673,0.146109478,2.103126597,0.035454705,0.598739765
"	Spon1",9.431356746,1.4848731,0.706280434,2.102384587,0.0355196,0.599133303
"	Zmynd10",7.570780389,-1.377157181,0.655266747,-2.101674144,0.03558183,0.599481008
"	Mkks",2055.426342,-0.265392358,0.126310422,-2.101112112,0.035631126,0.599610244
"	Asb2",29.37875127,1.180381374,0.562149733,2.099763293,0.035749669,0.599862534
"	Ssr3",4280.468007,0.358933668,0.170959833,2.099520463,0.035771046,0.599862534
"	mt-Tt",56.04173941,0.910127008,0.43347408,2.099611142,0.035763062,0.599862534
"	Emg1",6185.669888,-0.358854414,0.171031005,-2.09818339,0.035888948,0.600133518
"	Kansl1l",68.4355898,0.693745462,0.330756779,2.097448956,0.035953851,0.600133518
"	Kbtbd8",219.5460028,-0.591512483,0.28200488,-2.097525697,0.035947065,0.600133518
"	Kctd20",520.4819465,-0.376188475,0.179349443,-2.097516823,0.03594785,0.600133518
"	Apold1",6.774535327,1.576427998,0.752006016,2.096297056,0.036055848,0.601139452
"	Gm14718",54.97451652,1.409294569,0.672652545,2.095130061,0.036159432,0.60147416
"	Ppp1r15a",219.4177392,0.612852876,0.292476084,2.095394839,0.036135908,0.60147416
"	Acp2",79.62972516,0.613070419,0.292761561,2.094094651,0.036251549,0.601617017
"	Cux1",153.5371447,0.536542565,0.256182384,2.094377285,0.036226385,0.601617017
"	Cd151",39.20975882,0.951382522,0.454955106,2.091156926,0.036513999,0.60527521
"	Gm27845",118.511958,0.607490485,0.290649192,2.090115856,0.036607394,0.606125869
"	Cmah",1197.196116,-0.312138985,0.149380442,-2.089557253,0.03665759,0.606260141
"	Tctn1",15.91066842,1.225381109,0.586901981,2.087880342,0.03680863,0.608059992
"	Dsel",27.59156241,1.284657407,0.61602497,2.08539827,0.037033164,0.611068412
"	Trim2",24.99828508,1.082114035,0.519025566,2.084895438,0.037078793,0.611121294
"	Ap3b1",650.4948392,0.325538843,0.156405955,2.081371148,0.037399947,0.612463787
"	Cyp17a1",41.50053753,1.155965355,0.555555385,2.080738276,0.037457869,0.612463787
"	Ggta1",306.7050887,0.443098094,0.212801324,2.082214926,0.037322842,0.612463787
"	Gm43604",2.887358966,-1.562502935,0.750688463,-2.0814266,0.037394876,0.612463787
"	Muc5b",10.84225916,1.551023296,0.745366101,2.080887894,0.037444168,0.612463787
"	Tssk4",18.62251771,1.322066569,0.634783281,2.082705404,0.037278085,0.612463787
"	Wdr12",1115.052608,-0.524649463,0.251850605,-2.083177299,0.037235066,0.612463787
"	A330017A19Rik",10.30097948,-1.350084211,0.649429495,-2.078877263,0.037628633,0.61316794
"	Elovl6",140.0398147,0.646004225,0.310743626,2.078897748,0.03762675,0.61316794
"	Sox8",2.78444332,1.548841193,0.744837266,2.079435689,0.037577323,0.61316794
"	1600020E01Rik",679.5163494,-0.404072726,0.194414409,-2.078409358,0.037671672,0.613175626
"	Igf2r",745.4919339,-0.555605826,0.267396338,-2.077836331,0.037724436,0.613341429
"	Atg3",2372.338337,-0.336416342,0.161998926,-2.076657853,0.037833149,0.614415461
